,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Row ID
2034,98105,West,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,15.920000000000002,5,0.2,5.372999999999999,8870
2035,60623,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.33600000000001,4,0.2,-12.792000000000002,1271
2036,85705,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.99400000000001,2,0.7,-63.99599999999998,1365
2037,19143,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,358.2,3,0.4,41.79000000000002,5385
2038,5408,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,1294.75,5,0.0,336.635,8799
2039,98105,West,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,1,0.0,10.6522,1240
2040,77036,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,4.239999999999999,5,0.8,-6.359999999999999,4181
2041,47201,Central,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",28.16,4,0.0,13.235199999999999,2852
2042,1453,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0.0,10.223999999999998,5770
2043,90008,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,37.94,2,0.0,18.211199999999998,4806
2044,22801,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,2,0.0,0.0,1155
2045,28403,South,TEC-PH-10004531,Technology,Phones,AT&T CL2909,302.376,3,0.2,37.797,2714
2046,10009,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,287.96999999999997,3,0.0,80.6316,5130
2047,29203,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.215599999999995,86
2048,19134,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1319.8,5,0.2,214.4674999999998,7228
2049,98105,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,0.0,26.069999999999993,8418
2050,33710,South,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,173.48800000000003,7,0.2,54.21499999999998,9816
2051,19143,East,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,20.808000000000003,9,0.2,7.0226999999999995,4236
2052,78041,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,6.285999999999999,7,0.8,-11.000500000000008,2168
2053,10035,East,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,109.9,5,0.0,32.97,8093
2054,19134,East,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",282.88800000000003,9,0.2,56.57759999999996,1053
2055,23666,South,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",500.23999999999995,13,0.0,145.06959999999992,9733
2056,19134,East,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,20.736000000000004,4,0.2,7.2576,2129
2057,77803,Central,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,7.535999999999999,6,0.8,-13.18800000000001,9224
2058,10011,East,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.768,2,0.4,-115.43040000000002,6484
2059,28314,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.272,8,0.2,4.281600000000001,2471
2060,98103,West,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,167.94,3,0.0,82.2906,5267
2061,74133,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,28.849999999999998,5,0.0,14.424999999999999,6265
2062,49201,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,33.48,4,0.0,8.704799999999999,4575
2063,77340,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6647999999999,7,0.32,-225.09759999999991,2404
2064,73505,Central,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,3.52,2,0.0,1.6896,8147
2065,80027,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,8.964000000000002,6,0.7,-6.573599999999999,3014
2066,30062,South,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,58.32000000000001,9,0.0,27.9936,6253
2067,40214,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,102.93,3,0.0,48.377100000000006,6413
2068,19711,East,TEC-PH-10001619,Technology,Phones,LG G3,587.97,3,0.0,170.51129999999998,6346
2069,92105,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,225.56799999999998,2,0.2,2.81959999999998,5847
2070,90049,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,141.4,5,0.0,38.178,3847
2071,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,30.991999999999997,13,0.2,10.072399999999996,343
2072,97477,West,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,23.832,3,0.2,6.553800000000001,6120
2073,91776,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.25,5,0.0,63.6825,4376
2074,57103,Central,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,3,0.0,132.58980000000003,2319
2075,75081,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,31.744,2,0.2,2.3808000000000007,7945
2076,11550,East,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,364.41,5,0.1,8.09800000000002,3375
2077,19711,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,377.96999999999997,3,0.0,94.4925,2736
2078,2908,East,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,12.96,2,0.0,6.2208000000000006,7604
2079,10024,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,13.96,4,0.0,6.4216,572
2080,61107,Central,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,128.744,7,0.2,12.874400000000001,7590
2081,3820,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2,0.0,57.5928,9750
2082,92630,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,97.82,2,0.0,45.97539999999999,7875
2083,43130,East,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2.907,3,0.7,-2.0348999999999995,5399
2084,37604,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,108.78399999999999,2,0.2,6.799000000000007,3876
2085,95051,West,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36,4,0.0,7.3872,8367
2086,72401,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.959999999999997,7,0.0,6.658399999999997,1123
2087,77070,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2,0.2,1.8160000000000016,5492
2088,19143,East,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",55.60000000000001,5,0.2,6.254999999999992,8854
2089,77041,Central,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,3,0.2,13.826699999999999,1110
2090,90004,West,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,107.94,6,0.0,30.223200000000002,4411
2091,97756,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",88.07400000000001,7,0.7,-58.71599999999998,9129
2092,37421,South,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72,5,0.2,3.3439999999999994,3041
2093,94122,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,56.400000000000006,3,0.0,3.3840000000000003,8536
2094,6040,East,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,104.79,7,0.0,29.341200000000008,369
2095,98115,West,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0.0,8.099699999999999,4743
2096,66212,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",27.78,6,0.0,9.167399999999999,3276
2097,65807,Central,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,37.3,2,0.0,17.157999999999998,4511
2098,20852,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,7.38,1,0.0,3.6162,8190
2099,10035,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.85,3,0.0,323.9549999999999,9579
2100,28540,South,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,2,0.2,1.1679999999999997,8989
2101,55407,Central,OFF-AR-10001216,Office Supplies,Art,Newell 339,13.899999999999999,5,0.0,3.6139999999999994,3046
2102,98105,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,3,0.0,1.7901,157
2103,85204,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,363.648,4,0.2,-86.36640000000003,1426
2104,90045,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,56.7,5,0.0,27.782999999999998,5000
2105,77070,Central,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,55.328,2,0.2,6.224399999999996,8781
2106,94591,West,OFF-LA-10002312,Office Supplies,Labels,Avery 490,29.6,2,0.0,14.8,1373
2107,10011,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,3,0.0,27.286199999999994,621
2108,90008,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,4.13,1,0.0,1.1564,3645
2109,60653,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,323.97600000000006,3,0.2,20.248499999999993,903
2110,85023,West,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,325.63200000000006,6,0.2,28.49279999999999,7627
2111,90004,West,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,3,0.0,9.841800000000001,172
2112,60623,Central,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,145.98,2,0.5,-99.26639999999998,8985
2113,43055,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,5,0.2,28.129999999999995,1813
2114,98105,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",81.08800000000001,7,0.2,27.3672,568
2115,88220,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,10.776000000000002,3,0.2,3.3674999999999984,5115
2116,28027,South,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",363.92,5,0.2,0.0,5834
2117,43615,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,243.88000000000002,5,0.2,27.43649999999996,3010
2118,10024,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,34.86,7,0.0,16.0356,4524
2119,78207,Central,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,823.9600000000002,5,0.2,51.497499999999974,3857
2120,98115,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871.4,4,0.0,148.13799999999992,4270
2121,85023,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,45.120000000000005,3,0.2,-7.896000000000001,6802
2122,29203,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3,0.0,87.74429999999998,786
2123,19711,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,26.18,7,0.0,0.5236000000000014,1529
2124,74133,Central,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,14.940000000000001,3,0.0,7.021800000000001,2631
2125,83704,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.3040000000000003,1,0.2,1.1151,4466
2126,53209,Central,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,124.25,7,0.0,48.457499999999996,9892
2127,10035,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,13.776000000000002,3,0.2,4.4772,4830
2128,97206,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28000000000003,3,0.2,23.02799999999999,7932
2129,31204,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,0.0,3.4368,3624
2130,65807,Central,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,4899.93,7,0.0,2302.9671,8991
2131,90045,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96,2,0.0,101.34879999999998,4505
2132,92105,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,3,0.2,73.19399999999996,5469
2133,7055,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5,0.0,30.431999999999995,2444
2134,97206,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,279.944,7,0.2,80.48390000000002,2100
2135,92307,West,OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",57.9,5,0.0,28.95,5650
2136,19711,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,0.0,22.2352,2487
2137,98115,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5,0.2,6.552,738
2138,30318,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86,3,0.0,6.7236,4020
2139,7050,East,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.94999999999999,3,0.0,18.447000000000003,4430
2140,10035,East,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,25.98,2,0.0,0.779399999999999,7108
2141,75081,Central,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,119.44800000000001,3,0.2,-13.437900000000006,7652
2142,60653,Central,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,1.8920000000000003,1,0.6,-0.9932999999999996,8184
2143,98115,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,209.7,2,0.0,100.65599999999999,1646
2144,60610,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,15.552000000000003,3,0.2,5.6376,5570
2145,89031,West,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,4535.976000000001,3,0.2,1644.2912999999999,7819
2146,10009,East,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,3.64,1,0.2,1.3649999999999998,9249
2147,48205,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",546.66,9,0.0,136.66500000000002,4698
2148,90045,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5,0.0,659.98,5426
2149,75217,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.7600000000001,5,0.2,54.05699999999999,5362
2150,10009,East,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,205.16400000000002,2,0.1,13.677600000000002,7006
2151,90049,West,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",11.62,2,0.0,3.6022,3536
2152,60076,Central,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,30.016000000000005,4,0.2,3.0016,2968
2153,33023,South,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,41.47200000000001,8,0.2,14.5152,7966
2154,10011,East,OFF-LA-10000121,Office Supplies,Labels,Avery 48,18.9,3,0.0,8.693999999999999,5798
2155,10009,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,1,0.0,3.764199999999999,1950
2156,62301,Central,OFF-LA-10004484,Office Supplies,Labels,Avery 476,19.824,6,0.2,6.442799999999999,3814
2157,38401,South,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9.664000000000001,2,0.2,3.2615999999999996,838
2158,33178,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,174.0585,3,0.45,-110.76450000000001,1900
2159,94122,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559.62,9,0.0,151.09740000000002,1753
2160,77036,Central,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,76.64,2,0.2,26.823999999999995,7905
2161,70506,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1665.62,2,0.0,33.312400000000025,3589
2162,22153,South,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1979.6999999999998,6,0.0,653.3009999999998,5302
2163,33180,South,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.368000000000002,2,0.2,3.6288,3776
2164,90049,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57000000000001,3,0.0,11.774100000000004,27
2165,72401,South,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,239.5,5,0.0,114.95999999999998,9602
2166,48227,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8.78,1,0.0,2.2828,6984
2167,2908,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,341.96,2,0.0,78.6508,7681
2168,8861,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,162.64,2,0.0,45.539199999999994,2046
2169,43615,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,13.872000000000002,3,0.2,5.028600000000001,932
2170,85204,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,3,0.5,-204.44580000000005,947
2171,85204,West,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,86.272,4,0.2,31.2736,1420
2172,98105,West,OFF-PA-10004948,Office Supplies,Paper,Xerox 190,4.98,1,0.0,2.3406000000000002,6873
2173,94122,West,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,25.92,4,0.0,12.441600000000001,7609
2174,85345,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,280.79200000000003,1,0.2,35.09899999999996,2309
2175,90045,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,6.48,1,0.0,3.1104000000000003,1144
2176,90805,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,12,0.0,36.928799999999995,5525
2177,30076,South,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,723.92,4,0.0,188.2192,2304
2178,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,4.172000000000001,82
2179,94122,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.7040000000002,6,0.2,-219.16440000000023,2540
2180,53711,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88,6,0.0,13.317599999999999,17
2181,40475,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",36.99,1,0.0,9.987300000000001,3399
2182,98105,West,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",189.7,5,0.0,89.15899999999999,2939
2183,53209,Central,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,90.99,1,0.0,14.558400000000006,2941
2184,48227,Central,OFF-AR-10002375,Office Supplies,Art,Newell 351,3.28,1,0.0,0.9511999999999996,4113
2185,19140,East,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,284.08000000000004,10,0.2,24.857,8140
2186,40475,South,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,14.940000000000001,3,0.0,7.021800000000001,7018
2187,60440,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.703999999999986,7454
2188,85301,West,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,7.920000000000001,2,0.2,0.6929999999999998,2954
2189,38134,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96000000000001,8,0.2,10.007999999999988,6067
2190,20735,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,464.97,3,0.0,209.23649999999998,3679
2191,10009,East,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,146.688,6,0.2,55.007999999999996,7096
2192,33012,South,TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,120.0,2,0.5,-7.200000000000003,8958
2193,90049,West,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",10.75,5,0.0,3.547499999999999,3535
2194,60623,Central,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,127.38599999999998,2,0.3,-25.477199999999982,8111
2195,85023,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.3880000000000003,2,0.7,-1.8308,127
2196,66062,Central,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.96,2,0.0,149.38199999999998,5451
2197,33614,South,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,424.27200000000005,2,0.2,-10.60680000000005,9382
2198,94601,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,70.26,3,0.0,18.9702,5204
2199,78207,Central,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.567999999999998,3,0.8,-14.5656,918
2200,19120,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.680000000000003,4,0.2,7.3999999999999995,1362
2201,43055,East,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,18.656000000000002,2,0.2,1.3992000000000013,5664
2202,90045,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,26.46,9,0.0,11.907,7569
2203,55407,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.2208000000000006,93
2204,91360,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,15.984000000000002,2,0.2,1.1988000000000003,5803
2205,60623,Central,OFF-FA-10002975,Office Supplies,Fasteners,Staples,15.120000000000001,5,0.2,4.913999999999999,7984
2206,85705,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.15200000000004,3,0.2,89.30699999999999,6046
2207,2908,East,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,105.98,2,0.0,1.0597999999999956,4540
2208,98103,West,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,18.368000000000002,4,0.2,5.9696,8294
2209,98103,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44,6,0.0,16.848,4122
2210,22153,South,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,1202.94,3,0.0,300.735,3485
2211,80013,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.35999999999999,3,0.2,-3.8385000000000105,105
2212,61107,Central,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,38.016000000000005,6,0.2,13.780799999999996,5454
2213,80004,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7135999999999978,312
2214,90004,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,52.76,2,0.0,24.269599999999997,7462
2215,21215,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",207.76,4,0.0,85.1816,4272
2216,38109,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1614.5820000000003,6,0.7,-1237.8461999999995,7899
2217,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.11499999999998,5,0.3,-15.22250000000001,67
2218,77070,Central,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,16.192,2,0.6,-6.881599999999995,7848
2219,78207,Central,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,470.3760000000001,3,0.2,47.037600000000026,1877
2220,43229,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",77.952,3,0.2,15.590399999999995,4826
2221,46203,Central,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,83.97,3,0.0,15.954299999999993,9950
2222,10009,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,14.069999999999999,7,0.0,6.894299999999999,1209
2223,80906,West,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,27.695999999999998,3,0.2,9.693599999999996,4793
2224,78207,Central,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,8.879999999999999,5,0.8,-13.32,9779
2225,78501,Central,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,73.16399999999999,6,0.8,-186.56820000000005,6137
2226,90036,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,7.52,5,0.2,2.6319999999999997,2412
2227,92037,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333.0,3,0.2,-16.64999999999999,3796
